Gamma,Porosity,Fluvialfacies
96.167793,0.112572,0
94.43071,0.114716,0
91.743179,0.117379,0
88.935799,0.120111,0
86.104591,0.118329,0
92.613182,0.111122,0
100.97805,0.112503,0
89.763687,0.129562,0
74.658005,0.135153,0
73.662437,0.141333,0
75.471222,0.143293,0
78.893097,0.128942,0
82.635559,0.121943,0
88.624382,0.115923,0
95.059662,0.113231,0
94.179268,0.114789,0
91.844894,0.118333,0
86.864197,0.123415,0
81.357559,0.126069,0
81.387085,0.125507,0
82.516922,0.125117,0
82.193687,0.12557,0
81.58165,0.124416,3
84.575912,0.121166,3
88.286903,0.119468,3
88.080719,0.120045,3
87.096001,0.117487,3
93.359222,0.110719,3
101.06297,0.105903,3
103.29813,0.104264,3
104.44643,0.107198,3
97.241989,0.114985,3
88.377464,0.117735,3
91.566933,0.113483,3
97.152107,0.113584,3
91.357719,0.120296,0
83.301666,0.125253,0
81.128105,0.126793,0
80.123688,0.12552,0
83.756569,0.121552,0
88.311096,0.118557,0
89.937706,0.117262,0
90.982391,0.115798,0
92.958786,0.113793,0
95.120369,0.11472,0
91.045853,0.119269,0
85.731926,0.119883,0
89.778633,0.11506,0
95.685745,0.112486,0
95.089302,0.113691,0
93.200287,0.118,0
86.196075,0.12405,0
78.175232,0.124941,0
83.852852,0.11935,0
92.253006,0.11564,0
92.012276,0.116706,0
90.054176,0.118402,0
88.513344,0.119856,0
87.055443,0.119519,0
89.208038,0.117084,0
92.078209,0.115515,0
92.446953,0.115398,0
92.318542,0.117111,0
88.911011,0.12073,0
84.851761,0.123316,0
83.574715,0.124286,0
82.850616,0.123883,0
84.404633,0.122158,0
86.411423,0.121032,0
86.727814,0.120889,0
86.708252,0.122478,0
83.449028,0.125948,0
79.545929,0.142766,0
74.841064,0.159581,0
69.976852,0.150304,0
73.930511,0.133645,0
79.636703,0.128056,0
79.421509,0.128635,0
78.029449,0.127594,0
81.569122,0.123688,0
86.088959,0.121615,0
85.848877,0.122306,0
84.662766,0.124491,0
81.340332,0.130084,0
77.593292,0.129567,0
83.296974,0.120961,0
90.87896,0.116724,0
91.153061,0.117162,0
89.974739,0.118331,0
88.74054,0.119532,0
87.495232,0.117057,0
93.846161,0.110171,0
101.70683,0.109216,0
95.816841,0.116249,0
87.193947,0.11872,0
90.717827,0.114135,0
96.655846,0.111559,0
96.033966,0.112793,0
94.108337,0.111572,0
98.554039,0.10665,0
104.26603,0.107359,0
97.090942,0.115554,0
87.354591,0.123424,0
80.850693,0.131745,0
74.989243,0.129188,0
73.270058,0.125769,0
72.37413,0.121991,3
75.500946,0.119198,3
79.427261,0.130198,3
76.489738,0.132519,3
72.188042,0.139784,3
75.907463,0.140358,3
81.221062,0.128198,3
81.319931,0.126574,3
80.382378,0.136894,3
72.440666,0.147845,3
63.106899,0.147946,3
